"ds","Consumption","Income"
1970-01-01,0.61856639950868,1.04480133201204
1970-04-01,0.451984018900831,1.22564719214324
1970-07-01,0.872871780499196,1.58515383548377
1970-10-01,-0.271847932667235,-0.239544865217312
1971-01-01,1.90134495901262,1.97592494928607
1971-04-01,0.914877346261811,1.44590852820023
1971-07-01,0.794109641460139,0.521149112624286
1971-10-01,1.64563316403594,1.15917609356764
1972-01-01,1.31118969443822,0.456856713988252
1972-04-01,1.88577787726736,1.03338930705625
1972-07-01,1.52933361233263,1.92629489965412
1972-10-01,2.31955754164872,3.9299492216804
1973-01-01,1.80928216710505,0.755642727536987
1973-04-01,-0.045090606803555,0.840392330315787
1973-07-01,0.351353184614389,0.451026593205484
1973-10-01,-0.298693386992888,1.0881607837069
1974-01-01,-0.898698755571026,-1.67419119543553
1974-04-01,0.359406447822685,-0.934440313508489
1974-07-01,0.428641009152031,0.0903255992856344
1974-10-01,-1.47250252953999,-0.133675449406923
1975-01-01,0.835247382438986,-0.150541833971651
1975-04-01,1.63148743226458,4.52186882941881
1975-07-01,1.41124034597127,-1.46434233307158
1975-10-01,1.06959157500057,0.778693589128565
1976-01-01,1.97965949703818,1.20032333099438
1976-04-01,0.915845346951549,0.566352704774609
1976-07-01,1.04735216218526,0.777195745939174
1976-10-01,1.28914015706254,0.632455419529343
1977-01-01,1.17179885241647,0.22447610755929
1977-04-01,0.540781432771098,0.935510358547376
1977-07-01,0.941115611062138,1.38001871698936
1977-10-01,1.49234513660694,1.89342074483907
1978-01-01,0.560223073168764,0.781020569783841
1978-04-01,2.11532921622499,1.05286214923339
1978-07-01,0.419026538486733,0.774758053596258
1978-10-01,0.803702792791938,0.655688309311486
1979-01-01,0.516596976265582,1.20275038370341
1979-04-01,-0.0649575531150859,-0.908215553969782
1979-07-01,0.968392616478297,0.453218003471889
1979-10-01,0.248512599739215,0.176009242663255
1980-01-01,-0.143053620672973,0.34551266036722
1980-04-01,-2.27783553712513,-0.882966889433057
1980-07-01,1.09097539409948,1.11696305299169
1980-10-01,1.34202794653895,1.36739621610751
1981-01-01,0.334438847952256,-0.140019950105241
1981-04-01,0.00728075704383713,0.116626492663663
1981-07-01,0.461512128876151,2.13351095818215
1981-10-01,-0.686366752793433,0.109843220245232
1982-01-01,0.733889093296192,0.241050679870014
